ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
2188	Yorno_So	MARROW	bɔ́nɔ̀	b ɔ ⁵ n ɔ ¹	2027	( - - - - - - - - - ) b ɔ ⁵ n ?- ɔ ¹ ( - - )	1 7 8 4 7 8	AXTBYT	PU6NU6	23	23.P.C 23.U.V 23.6.T 23.N.C 23.U.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2189	Tommo_So	MARROW	bɔ́ndú	b ɔ ⁵ n d u ⁵	2027	( - - - - - - - - - ) b ɔ ⁵ n d u ⁵ ( - - )	1 7 8 4 1 7 8	AXTMBYT	PU6NTY6	19	19.P.C 19.U.V 19.6.T 19.N.c 19.T.C 19.Y.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2190	Dogul_Dom	MARROW	bɔ́ndù	b ɔ ⁵ n d u ¹	2027	( - - - - - - - - - ) b ɔ ⁵ n d u ¹ ( - - )	1 7 8 4 1 7 8	AXTMBYT	PU6NTY6	5	5.P.C 5.U.V 5.6.T 5.N.c 5.T.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2191	Yanda_Dom	MARROW	bɔ̀ndú-m	b ɔ ¹ n d u ⁵ + m	2027	( - - - - - - - - - ) b ɔ ¹ n d u ⁵ ( + m )	1 7 8 4 1 7 8 9 4	AXTMBYT_A	PU6NTY6_M	22	22.P.C 22.U.V 22.6.T 22.N.c 22.T.C 22.Y.V 22.6.T 22._._ 22.M.C	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6	0
2192	Najamba	MARROW	nòndî:	n o ¹ n d iː ⁵¹	4521	n o ¹ n d iː ⁵¹	4 7 8 4 1 7 8	AXTMBYT	NU6NTI3	11	11.N.C 11.U.V 11.6.T 11.N.c 11.T.C 11.I.V 11.3.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2193	Bunoge	MARROW	búgè	b u ⁵ ɡ e ¹	2027	b u ⁵ ɡ e ¹ ( - - )	1 7 8 1 7 8	AXTBYT	PY6KE6	4	4.P.C 4.Y.V 4.6.T 4.K.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2194	Tiranige_Diga	MARROW	nó:ndí	n oː ⁵ n d i ⁵	4521	n oː ⁵ n d i ⁵	4 7 8 4 1 7 8	AXTMBYT	NU6NTI6	17	17.N.C 17.U.V 17.6.T 17.N.c 17.T.C 17.I.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2195	Mombo	MARROW	bùzé	b u ¹ z e ⁵	2027	b u ¹ z e ⁵ ( - - )	1 7 8 3 7 8	AXTBYT	PY6SE6	10	10.P.C 10.Y.V 10.6.T 10.S.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2196	Penange	MARROW	nù:	n uː ¹	4521	n uː ¹	4 7 8	AXT	NY6	13	13.N.C 13.Y.V 13.6.T	1.6 3.0 1.0	1
2197	Bangime	MARROW	dòndì	d o ¹ n d i ¹	4521	d o ¹ n d i ¹	1 7 8 4 1 7 8	AXTMBYT	TU6NTI6	1	1.T.C 1.U.V 1.6.T 1.N.c 1.T.C 1.I.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2198	Jamsay	MARROW	búsâm	b u ⁵ s a ⁵¹ m	2027	b u ⁵ s a ⁵¹ ( + m )	1 7 8 3 7 8 4	AXTBYTN	PY6SA3M	9	9.P.C 9.Y.V 9.6.T 9.S.C 9.A.V 9.3.T 9.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0
2199	Tebul_Ure	MARROW	nɔ́:	n ɔː	4521	n ɔː ⁵	4 7	AX	NU	16	16.N.C 16.U.V	2.0 1.5	0
2200	Tomo_Kan	MARROW	swé:	s w eː ⁵	4506	s ?- ?- w eː ⁵	3 6 7 8	ACXT	SWE6	20	20.S.C 20.W.C 20.E.V 20.6.T	1.6 1.2 3.0 1.0	1
2201	Toro_Tegu	MAT	kàrá	k a ¹ r a ⁵	138	k a ¹ r a ⁵	1 7 8 5 7 8	AXTBYT	KA6RA6	21	21.K.C 21.A.V 21.6.T 21.R.C 21.A.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2202	Nanga	MAT	kágá	k a ⁵ ɡ a ⁵	138	k a ⁵ ɡ a ⁵	1 7 8 1 7 8	AXTBYT	KA6KA6	12	12.K.C 12.A.V 12.6.T 12.K.C 12.A.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2203	Perge_Tegu	MAT	sùgɔ́	s u ¹ ɡ ɔ ⁵	136	s u ¹ ɡ ɔ ⁵	3 7 8 1 7 8	AXTBYT	SY6KU6	14	14.S.C 14.Y.V 14.6.T 14.K.C 14.U.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2204	Gourou	MAT	gùgó	ɡ u ¹ ɡ o ⁵	136	ɡ u ¹ ɡ o ⁵	1 7 8 1 7 8	AXTBYT	KY6KU6	7	7.K.C 7.Y.V 7.6.T 7.K.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2205	Tommo_So	MAT	ǹjó	n ¹ dʒ o ⁵	4570	n ¹ dʒ o ⁵	4 8 1 7 8	ATBYT	N6TU6	19	19.N.C 19.6.T 19.T.C 19.U.V 19.6.T	1.6 1.0 1.3 3.0 1.0	0
2206	Dogul_Dom	MAT	nǐ:ŋ	n iː ¹⁵ ŋ	4574	n iː ¹⁵ ŋ	4 7 8 4	AXTN	NI2N	5	5.N.C 5.I.V 5.2.T 5.N.c	1.6 3.0 1.0 0.5	0
2207	Yanda_Dom	MAT	nìŋ	n i ¹ ŋ	4574	n i ¹ ŋ	4 7 8 4	AXTN	NI6N	22	22.N.C 22.I.V 22.6.T 22.N.c	1.6 3.0 1.0 0.5	0
2208	Najamba	MAT	ká:bú	k aː ⁵ b u ⁵	4561	k aː ⁵ b u ⁵	1 7 8 1 7 8	AXTBYT	KA6PY6	11	11.K.C 11.A.V 11.6.T 11.P.C 11.Y.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2209	Bunoge	MAT	bí:ŋgè	b iː ⁵ ŋ ɡ e ¹	4574	b iː ⁵ ŋ ɡ e ¹	1 7 8 4 1 7 8	AXTMBYT	PI6NKE6	4	4.P.C 4.I.V 4.6.T 4.N.c 4.K.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2210	Tiranige_Diga	MAT	bí:ŋgó	b iː ⁵ ŋ ɡ o ⁵	4574	b iː ⁵ ŋ ɡ o ⁵	1 7 8 4 1 7 8	AXTMBYT	PI6NKU6	17	17.P.C 17.I.V 17.6.T 17.N.c 17.K.C 17.U.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2211	Mombo	MAT	kágà	k a ⁵ ɡ a ¹	138	k a ⁵ ɡ a ¹	1 7 8 1 7 8	AXTBYT	KA6KA6	10	10.K.C 10.A.V 10.6.T 10.K.C 10.A.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2212	Penange	MAT	bí:ŋgò	b iː ⁵ ŋ ɡ o ¹	4574	b iː ⁵ ŋ ɡ o ¹	1 7 8 4 1 7 8	AXTMBYT	PI6NKU6	13	13.P.C 13.I.V 13.6.T 13.N.c 13.K.C 13.U.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2213	Bangime	MAT	kɛ̀ɡɛ̀rɛ̀	k ɛ ¹ ɡ ɛ ¹ r ɛ ¹	138	k ɛ ¹ ɡ ɛ ¹ ( + r ɛ ¹ )	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KE6KE6RE6	1	1.K.C 1.E.V 1.6.T 1.K.C 1.E.V 1.6.T 1.R.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
2214	Jamsay	MAT	kàrá	k a ¹ r a ⁵	138	k a ¹ r a ⁵	1 7 8 5 7 8	AXTBYT	KA6RA6	9	9.K.C 9.A.V 9.6.T 9.R.C 9.A.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2215	Bankan_Tey	MAT	kàrá	k a ¹ r a ⁵	138	k a ¹ r a ⁵	1 7 8 5 7 8	AXTBYT	KA6RA6	2	2.K.C 2.A.V 2.6.T 2.R.C 2.A.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2216	Ben_Tey	MAT	kàrá	k a ¹ r a ⁵	138	k a ¹ r a ⁵	1 7 8 5 7 8	AXTBYT	KA6RA6	3	3.K.C 3.A.V 3.6.T 3.R.C 3.A.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2217	Tebul_Ure	MAT	nìŋgé	n i ¹ ŋ ɡ e ⁵	4574	n i ¹ ŋ ɡ e ⁵	4 7 8 4 1 7 8	AXTMBYT	NI6NKE6	16	16.N.C 16.I.V 16.6.T 16.N.c 16.K.C 16.E.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2218	Yorno_So	MAT	sùgɔ́	s u ¹ ɡ ɔ ⁵	136	s u ¹ ɡ ɔ ⁵	3 7 8 1 7 8	AXTBYT	SY6KU6	23	23.S.C 23.Y.V 23.6.T 23.K.C 23.U.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2219	Togo_Kan	MAT	sùgɔ́	s u ¹ ɡ ɔ ⁵	136	s u ¹ ɡ ɔ ⁵	3 7 8 1 7 8	AXTBYT	SY6KU6	18	18.S.C 18.Y.V 18.6.T 18.K.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2220	Toro_Tegu	MEAT	nàwⁿá	n a ¹ w̃ ∼ a ⁵	133	n a ¹ w̃ ∼ a ⁵	4 7 8 6 4 7 8	AXTMBYT	NA6W9A6	21	21.N.C 21.A.V 21.6.T 21.W.c 21.9.C 21.A.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2221	Ben_Tey	MEAT	nàwⁿâ:	n a ¹ w̃ ∼ aː ⁵¹	133	n a ¹ w̃ ∼ aː ⁵¹	4 7 8 6 4 7 8	AXTMBYT	NA6W9A3	3	3.N.C 3.A.V 3.6.T 3.W.c 3.9.C 3.A.V 3.3.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2222	Bankan_Tey	MEAT	nàmâ:	n a ¹ m aː ⁵¹	133	n a ¹ m aː ⁵¹	4 7 8 4 7 8	AXTBYT	NA6MA3	2	2.N.C 2.A.V 2.6.T 2.M.C 2.A.V 2.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2223	Nanga	MEAT	nàmâ	n a ¹ m a ⁵¹	133	n a ¹ m a ⁵¹	4 7 8 4 7 8	AXTBYT	NA6MA3	12	12.N.C 12.A.V 12.6.T 12.M.C 12.A.V 12.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2224	Gourou	MEAT	nɔ̀wⁿɔ́	n ɔ ¹ w̃ ∼ ɔ ⁵	133	n ɔ ¹ w̃ ∼ ɔ ⁵	4 7 8 6 4 7 8	AXTMBYT	NU6W9U6	7	7.N.C 7.U.V 7.6.T 7.W.c 7.9.C 7.U.V 7.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2225	Tommo_So	MEAT	nàmá	n a ¹ m a ⁵	133	n a ¹ m a ⁵	4 7 8 4 7 8	AXTBYT	NA6MA6	19	19.N.C 19.A.V 19.6.T 19.M.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2226	Dogul_Dom	MEAT	nàmá:	n a ¹ m aː ⁵	133	n a ¹ m aː ⁵	4 7 8 4 7 8	AXTBYT	NA6MA6	5	5.N.C 5.A.V 5.6.T 5.M.C 5.A.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2227	Yanda_Dom	MEAT	nàmà	n a ¹ m a ¹	133	n a ¹ m a ¹	4 7 8 4 7 8	AXTBYT	NA6MA6	22	22.N.C 22.A.V 22.6.T 22.M.C 22.A.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2228	Bunoge	MEAT	námà	n a ⁵ m a ¹	133	n a ⁵ m a ¹	4 7 8 4 7 8	AXTBYT	NA6MA6	4	4.N.C 4.A.V 4.6.T 4.M.C 4.A.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2229	Tiranige_Diga	MEAT	námá	n a ⁵ m a ⁵	133	n a ⁵ m a ⁵	4 7 8 4 7 8	AXTBYT	NA6MA6	17	17.N.C 17.A.V 17.6.T 17.M.C 17.A.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2230	Bangime	MEAT	ŋàwⁿ	ŋ a ¹ w̃ ∼	133	ŋ a ¹ w̃ ∼ ?- ?-	4 7 8 6 4	AXTLN	NA6W9	1	1.N.C 1.A.V 1.6.T 1.W.c 1.9.c	1.6 3.0 1.0 1.1 0.5	0
2231	Najamba	MEAT	nàmâ:	n a ¹ m aː ⁵¹	133	n a ¹ m aː ⁵¹	4 7 8 4 7 8	AXTBYT	NA6MA3	11	11.N.C 11.A.V 11.6.T 11.M.C 11.A.V 11.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2232	Mombo	MEAT	námà	n a ⁵ m a ¹	133	n a ⁵ m a ¹	4 7 8 4 7 8	AXTBYT	NA6MA6	10	10.N.C 10.A.V 10.6.T 10.M.C 10.A.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2233	Tebul_Ure	MEAT	nàmá	n a ¹ m a ⁵	133	n a ¹ m a ⁵	4 7 8 4 7 8	AXTBYT	NA6MA6	16	16.N.C 16.A.V 16.6.T 16.M.C 16.A.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2234	Yorno_So	MEAT	nàwⁿá	n a ¹ w̃ ∼ a ⁵	133	n a ¹ w̃ ∼ a ⁵	4 7 8 6 4 7 8	AXTMBYT	NA6W9A6	23	23.N.C 23.A.V 23.6.T 23.W.c 23.9.C 23.A.V 23.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2235	Penange	MEAT	nàmà	n a ¹ m a ¹	133	n a ¹ m a ¹	4 7 8 4 7 8	AXTBYT	NA6MA6	13	13.N.C 13.A.V 13.6.T 13.M.C 13.A.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2236	Togo_Kan	MEAT	nɔ̀wⁿɔ́	n ɔ ¹ w̃ ∼ ɔ ⁵	133	n ɔ ¹ w̃ ∼ ɔ ⁵	4 7 8 6 4 7 8	AXTMBYT	NU6W9U6	18	18.N.C 18.U.V 18.6.T 18.W.c 18.9.C 18.U.V 18.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2237	Perge_Tegu	MEAT	nàwⁿá	n a ¹ w̃ ∼ a ⁵	133	n a ¹ w̃ ∼ a ⁵	4 7 8 6 4 7 8	AXTMBYT	NA6W9A6	14	14.N.C 14.A.V 14.6.T 14.W.c 14.9.C 14.A.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2238	Jamsay	MEAT	nɔ̀wⁿɔ́	n ɔ ¹ w̃ ∼ ɔ ⁵	133	n ɔ ¹ w̃ ∼ ɔ ⁵	4 7 8 6 4 7 8	AXTMBYT	NU6W9U6	9	9.N.C 9.U.V 9.6.T 9.W.c 9.9.C 9.U.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2239	Tomo_Kan	MEAT	nàmà	n a ¹ m a ¹	133	n a ¹ m a ¹	4 7 8 4 7 8	AXTBYT	NA6MA6	20	20.N.C 20.A.V 20.6.T 20.M.C 20.A.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2240	Ben_Tey	MILK	ɛ́wⁿɛ̀yⁿ	ɛ ⁵ w̃ ∼ ɛ ¹ j ∼	4677	ɛ ⁵ w̃ ∼ ɛ ¹ ( j ∼ )	7 8 6 4 7 8 6 4	XTMBYTLN	E6W9E6J9	3	3.E.V 3.6.T 3.W.c 3.9.C 3.E.V 3.6.T 3.J.c 3.9.c	3.0 1.0 1.1 1.3 3.0 1.0 1.1 0.5	0
2241	Bankan_Tey	MILK	ɛ́mmɛ̀yⁿ	ɛ ⁵ m m ɛ ¹ j ∼	4677	ɛ ⁵ m m ɛ ¹ ( j ∼ )	7 8 4 4 7 8 6 4	XTMBYTLN	E6MME6J9	2	2.E.V 2.6.T 2.M.c 2.M.C 2.E.V 2.6.T 2.J.c 2.9.c	3.0 1.0 1.1 1.3 3.0 1.0 1.1 0.5	0
2242	Nanga	MILK	ɛ́mɛ̂	ɛ ⁵ m ɛ ¹⁵	4677	( - ) ɛ ⁵ m ɛ ¹⁵ ( - - - - - )	7 8 4 7 8	XTBYT	E6ME2	12	12.E.V 12.6.T 12.M.C 12.E.V 12.2.T	3.0 1.0 1.3 3.0 1.0	0
2243	Tommo_So	MILK	ém	e ⁵ m	4677	e ⁵ m	7 8 4	XTN	E6M	19	19.E.V 19.6.T 19.M.c	3.0 1.0 0.5	0
2244	Dogul_Dom	MILK	êm	e ⁵¹ m	4677	e ⁵¹ m	7 8 4	XTN	E3M	5	5.E.V 5.3.T 5.M.c	3.0 1.0 0.5	0
2245	Najamba	MILK	ɛ́mɛ̀:	ɛ ⁵ m ɛː ¹	4677	( - ) ɛ ⁵ m ɛː ¹ ( - - - - - )	7 8 4 7 8	XTBYT	E6ME6	11	11.E.V 11.6.T 11.M.C 11.E.V 11.6.T	3.0 1.0 1.3 3.0 1.0	0
2246	Bunoge	MILK	ʔɛ̀mɛ̀-ŋgè	ʔ ɛ ¹ m ɛ ¹ + ŋ ɡ e ¹	4677	( ʔ ) ɛ ¹ m ɛ ¹ ( + ŋ ɡ e ¹ )	1 7 8 4 7 8 9 4 1 7 8	AXTBYT_ACYT	HE6ME6_NKE6	4	4.H.C 4.E.V 4.6.T 4.M.C 4.E.V 4.6.T 4._._ 4.N.C 4.K.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
2247	Tiranige_Diga	MILK	ɛ̀mɛ̀-ŋgè	ɛ ¹ m ɛ ¹ + ŋ ɡ e ¹	4677	( - ) ɛ ¹ m ɛ ¹ ( + ŋ ɡ e ¹ )	7 8 4 7 8 9 4 1 7 8	XTBYT_ACYT	E6ME6_NKE6	17	17.E.V 17.6.T 17.M.C 17.E.V 17.6.T 17._._ 17.N.C 17.K.C 17.E.V 17.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
2248	Penange	MILK	ɛ́mɛ́:-ŋgé	ɛ ⁵ m ɛː ⁵ + ŋ ɡ e ⁵	4677	( - ) ɛ ⁵ m ɛː ⁵ ( + ŋ ɡ e ⁵ )	7 8 4 7 8 9 4 1 7 8	XTBYT_ACYT	E6ME6_NKE6	13	13.E.V 13.6.T 13.M.C 13.E.V 13.6.T 13._._ 13.N.C 13.K.C 13.E.V 13.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
2249	Bangime	MILK	níjɛ́	n i ⁵ dʒ ɛ ⁵	4653	n i ⁵ j ɛ ⁵	4 7 8 1 7 8	AXTBYT	NI6TE6	1	1.N.C 1.I.V 1.6.T 1.T.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2250	Jamsay	MILK	ɛ̂m	ɛ ¹⁵ m	4677	ɛ ¹⁵ m	7 8 4	XTN	E2M	9	9.E.V 9.2.T 9.M.c	3.0 1.0 0.5	0
2251	Mombo	MILK	ɛ́mɛ́	ɛ ⁵ m ɛ ⁵	4677	( - ) ɛ ⁵ m ɛ ⁵ ( - - - - - )	7 8 4 7 8	XTBYT	E6ME6	10	10.E.V 10.6.T 10.M.C 10.E.V 10.6.T	3.0 1.0 1.3 3.0 1.0	0
2252	Perge_Tegu	MILK	ɛ̂m	ɛ ¹⁵ m	4677	ɛ ¹⁵ m	7 8 4	XTN	E2M	14	14.E.V 14.2.T 14.M.c	3.0 1.0 0.5	1
2253	Tebul_Ure	MILK	ɛ́mnɛ́	ɛ ⁵ m n ɛ ⁵	4677	ɛ ⁵ m n ɛ ⁵ ( - - )	7 8 4 4 7 8	XTMBYT	E6MNE6	16	16.E.V 16.6.T 16.M.c 16.N.C 16.E.V 16.6.T	3.0 1.0 1.1 1.3 3.0 1.0	1
2254	Togo_Kan	MILK	írí	i ⁵ r i ⁵	2066	i ⁵ r i ⁵	7 8 5 7 8	XTBYT	I6RI6	18	18.I.V 18.6.T 18.R.C 18.I.V 18.6.T	3.0 1.0 1.3 3.0 1.0	1
2255	Tomo_Kan	MILK	nà:-ʔì:ⁿ	n aː ¹ + ʔ ĩː ∼ ¹	2066	( n aː ¹ + ) ʔ ĩː ¹ ∼	4 7 8 9 1 7 4 8	AXT_AXLT	NA6_HI96	20	20.N.C 20.A.V 20.6.T 20._._ 20.H.C 20.I.V 20.9.c 20.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
2256	Toro_Tegu	MILK	ɛ̂m	ɛ ¹⁵ m	4677	ɛ ¹⁵ m	7 8 4	XTN	E2M	21	21.E.V 21.2.T 21.M.c	3.0 1.0 0.5	0
2257	Yanda_Dom	MILK	ɛ́mɛ́	ɛ ⁵ m ɛ ⁵	4677	( - ) ɛ ⁵ m ɛ ⁵ ( - - - - - )	7 8 4 7 8	XTBYT	E6ME6	22	22.E.V 22.6.T 22.M.C 22.E.V 22.6.T	3.0 1.0 1.3 3.0 1.0	1
2258	Yorno_So	MILK	ɛ̂m	ɛ ¹⁵ m	4677	ɛ ¹⁵ m	7 8 4	XTN	E2M	23	23.E.V 23.2.T 23.M.c	3.0 1.0 0.5	0
2259	Toro_Tegu	MILLET	yú	j u ⁵	2085	j u ⁵	6 7 8	AXT	JY6	21	21.J.C 21.Y.V 21.6.T	1.6 3.0 1.0	0
2260	Ben_Tey	MILLET	yû:	j uː ⁵¹	2085	j uː ⁵¹	6 7 8	AXT	JY3	3	3.J.C 3.Y.V 3.3.T	1.6 3.0 1.0	0
2261	Perge_Tegu	MILLET	yú:	j uː ⁵	2085	j uː ⁵	6 7 8	AXT	JY6	14	14.J.C 14.Y.V 14.6.T	1.6 3.0 1.0	0
2262	Gourou	MILLET	ɲú:	ɲ uː ⁵	2085	ɲ uː ⁵	4 7 8	AXT	NY6	7	7.N.C 7.Y.V 7.6.T	1.6 3.0 1.0	0
2263	Jamsay	MILLET	ɲú:	ɲ uː ⁵	2085	ɲ uː ⁵	4 7 8	AXT	NY6	9	9.N.C 9.Y.V 9.6.T	1.6 3.0 1.0	0
2264	Yorno_So	MILLET	yǔ:	j uː ¹⁵	2085	j uː ¹⁵	6 7 8	AXT	JY2	23	23.J.C 23.Y.V 23.2.T	1.6 3.0 1.0	0
2265	Tommo_So	MILLET	yúú	j uː ⁵	2085	j uː ⁵	6 7 8	AXT	JY6	19	19.J.C 19.Y.V 19.6.T	1.6 3.0 1.0	0
2266	Dogul_Dom	MILLET	sìyɛ́	s i ¹ j ɛ ⁵	4710	s i ¹ ( - j ?- ɛ ⁵ )	3 7 8 6 7 8	AXTBYT	SI6JE6	5	5.S.C 5.I.V 5.6.T 5.J.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2267	Tebul_Ure	MILLET	yɔ́	j ɔ ⁵	2085	j ɔ ⁵	6 7 8	AXT	JU6	16	16.J.C 16.U.V 16.6.T	1.6 3.0 1.0	0
2268	Najamba	MILLET	yó-ŋgó	j o ⁵ + ŋ ɡ o ⁵	2085	j o ⁵ ( + ŋ ɡ o ⁵ )	6 7 8 9 4 1 7 8	AXT_ACYT	JU6_NKU6	11	11.J.C 11.U.V 11.6.T 11._._ 11.N.C 11.K.C 11.U.V 11.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
2269	Bunoge	MILLET	sé:-ŋgè	s eː ⁵ + ŋ ɡ e ¹	4710	s eː ⁵ ( + ŋ ɡ e ¹ )	3 7 8 9 4 1 7 8	AXT_ACYT	SE6_NKE6	4	4.S.C 4.E.V 4.6.T 4._._ 4.N.C 4.K.C 4.E.V 4.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
2270	Tiranige_Diga	MILLET	yò:-gè	j oː ¹ + ɡ e ¹	2085	j oː ¹ ( + - ɡ e ¹ )	6 7 8 9 1 7 8	AXT_AXT	JU6_KE6	17	17.J.C 17.U.V 17.6.T 17._._ 17.K.C 17.E.V 17.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
2271	Penange	MILLET	sè:-ŋgè	s eː ¹ + ŋ ɡ e ¹	4710	s eː ¹ ( + ŋ ɡ e ¹ )	3 7 8 9 4 1 7 8	AXT_ACYT	SE6_NKE6	13	13.S.C 13.E.V 13.6.T 13._._ 13.N.C 13.K.C 13.E.V 13.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
2272	Bangime	MILLET	dɛ́mɛ̀	d ɛ ⁵ m ɛ ¹	4682	d ɛ ⁵ m ɛ ¹	1 7 8 4 7 8	AXTBYT	TE6ME6	1	1.T.C 1.E.V 1.6.T 1.M.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2273	Bankan_Tey	MILLET	yû:	j uː ⁵¹	2085	j uː ⁵¹	6 7 8	AXT	JY3	2	2.J.C 2.Y.V 2.3.T	1.6 3.0 1.0	0
2274	Mombo	MILLET	sé:ŋgè	s eː ⁵ ŋ ɡ e ¹	4710	s eː ⁵ ( + ŋ ɡ e ¹ )	3 7 8 4 1 7 8	AXTMBYT	SE6NKE6	10	10.S.C 10.E.V 10.6.T 10.N.c 10.K.C 10.E.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2275	Nanga	MILLET	yû:	j uː ⁵¹	2085	j uː ⁵¹	6 7 8	AXT	JY3	12	12.J.C 12.Y.V 12.3.T	1.6 3.0 1.0	0
2276	Togo_Kan	MILLET	ɲú:	ɲ uː ⁵	2085	ɲ uː ⁵	4 7 8	AXT	NY6	18	18.N.C 18.Y.V 18.6.T	1.6 3.0 1.0	0
2277	Tomo_Kan	MILLET	ʔínjá	ʔ i ⁵ n dʒ a ⁵	4710	ʔ i ⁵ ( + n dʒ a ⁵ )	1 7 8 4 1 7 8	AXTMBYT	HI6NTA6	20	20.H.C 20.I.V 20.6.T 20.N.c 20.T.C 20.A.V 20.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
2278	Yanda_Dom	MILLET	yú:	j uː ⁵	2085	j uː ⁵	6 7 8	AXT	JY6	22	22.J.C 22.Y.V 22.6.T	1.6 3.0 1.0	0
2279	Toro_Tegu	MOON	ìwá	i ¹ w a ⁵	4751	i ¹ w a ⁵	7 8 6 7 8	XTBYT	I6WA6	21	21.I.V 21.6.T 21.W.C 21.A.V 21.6.T	3.0 1.0 1.3 3.0 1.0	0
2280	Ben_Tey	MOON	ùwɔ́	u ¹ w ɔ ⁵	214	u ¹ w ɔ ⁵	7 8 6 7 8	XTBYT	Y6WU6	3	3.Y.V 3.6.T 3.W.C 3.U.V 3.6.T	3.0 1.0 1.3 3.0 1.0	0
2281	Bankan_Tey	MOON	wǎ:	w aː ¹⁵	213	?- w aː ¹⁵	6 7 8	AXT	WA2	2	2.W.C 2.A.V 2.2.T	1.6 3.0 1.0	0
2282	Perge_Tegu	MOON	ɛ̌:	ɛː ¹⁵	213	?- ɛː ¹⁵	7 8	XT	E2	14	14.E.V 14.2.T	3.0 1.0	0
